              x             t0             t1             t2             t3             t4             t5             t6             t7             t8             t9            t10            t11            t12            t13            t14            t15            t16            t17            t18            t19            t20            t21            t22            t23            t24            t25            t26            t27            t28            t29            t30            t31            t32            t33            t34            t35            t36            t37            t38            t39            t40            t41            t42            t43            t44            t45            t46            t47            t48            t49            t50            t51            t52            t53            t54            t55            t56            t57            t58            t59            t60            t61            t62            t63            t64            t65            t66            t67            t68            t69            t70            t71            t72            t73            t74            t75            t76            t77            t78            t79            t80            t81            t82            t83            t84            t85            t86            t87            t88            t89            t90            t91            t92            t93            t94            t95            t96            t97            t98            t99 
     53.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000005      0.0000019      0.0000066      0.0000202      0.0000562      0.0001433      0.0003352      0.0007217      0.0014355      0.0026448      0.0045267      0.0072172      0.0107504      0.0150088      0.0197108      0.0244524      0.0287936      0.0323598      0.0349188      0.0364051      0.0368934      0.0365430      0.0355416      0.0340679      0.0322753      0.0302892      0.0282089      0.0261104      0.0240492      0.0220634      0.0201778      0.0184075      0.0167606      0.0152403      0.0138449      0.0125691      0.0114059      0.0103485      0.0093900      0.0085229      0.0077387      0.0070297      0.0063892      0.0058116      0.0052904      0.0048195      0.0043940      0.0040099      0.0036632      0.0033494      0.0030651      0.0028081      0.0025754      0.0023641      0.0021721      0.0019981      0.0018399      0.0016957      0.0015644      0.0014449      0.0013358      0.0012359      0.0011447      0.0010614      0.0009850      0.0009149      0.0008508      0.0007920      0.0007376      0.0006873      0.0006405      0.0005969      0.0005567      0.0005209      0.0004901      0.0004645      0.0004425      0.0004206      0.0003937      0.0003581      0.0003147      0.0002704      0.0002380      0.0002314      0.0002580      0.0003124      0.0003756      0.0004194      0.0004175      0.0003578 
     54.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000002      0.0000008      0.0000027      0.0000089      0.0000262      0.0000708      0.0001753      0.0003989      0.0008378      0.0016282      0.0029363      0.0049272      0.0077137      0.0112994      0.0155377      0.0201306      0.0246793      0.0287714      0.0320749      0.0344002      0.0357127      0.0360998      0.0357164      0.0347363      0.0333214      0.0316105      0.0297177      0.0277342      0.0257301      0.0237571      0.0218509      0.0200353      0.0183254      0.0167298      0.0152522      0.0138915      0.0126432      0.0115016      0.0104605      0.0095142      0.0086555      0.0078765      0.0071702      0.0065306      0.0059523      0.0054290      0.0049550      0.0045258      0.0041376      0.0037862      0.0034674      0.0031782      0.0029161      0.0026784      0.0024620      0.0022652      0.0020865      0.0019237      0.0017751      0.0016395      0.0015160      0.0014030      0.0012995      0.0012048      0.0011182      0.0010387      0.0009656      0.0008988      0.0008374      0.0007805      0.0007278      0.0006787      0.0006328      0.0005904      0.0005528      0.0005206      0.0004940      0.0004715      0.0004490      0.0004208      0.0003829      0.0003360      0.0002876      0.0002515      0.0002430      0.0002706      0.0003293      0.0003992      0.0004504      0.0004541 
     55.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000011      0.0000038      0.0000118      0.0000338      0.0000885      0.0002129      0.0004720      0.0009674      0.0018382      0.0032466      0.0053436      0.0082180      0.0118433      0.0160466      0.0205181      0.0248683      0.0287151      0.0317676      0.0338757      0.0350309      0.0353292      0.0349196      0.0339621      0.0326034      0.0309694      0.0291641      0.0272713      0.0253562      0.0234664      0.0216358      0.0198872      0.0182355      0.0166897      0.0152538      0.0139273      0.0127065      0.0115865      0.0105624      0.0096288      0.0087791      0.0080061      0.0073033      0.0066654      0.0060871      0.0055624      0.0050860      0.0046537      0.0042619      0.0039063      0.0035831      0.0032893      0.0030226      0.0027801      0.0025590      0.0023576      0.0021744      0.0020072      0.0018543      0.0017147      0.0015873      0.0014706      0.0013634      0.0012654      0.0011756      0.0010929      0.0010170      0.0009475      0.0008834      0.0008241      0.0007690      0.0007176      0.0006694      0.0006248      0.0005853      0.0005517      0.0005243      0.0005013      0.0004783      0.0004490      0.0004087      0.0003581      0.0003052      0.0002651      0.0002546      0.0002831      0.0003462      0.0004231      0.0004821 
     56.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000016      0.0000052      0.0000156      0.0000432      0.0001098      0.0002569      0.0005551      0.0011112      0.0020657      0.0035750      0.0057744      0.0087274      0.0123790      0.0165329      0.0208719      0.0250199      0.0286264      0.0314405      0.0333476      0.0343610      0.0345818      0.0341518      0.0332177      0.0319126      0.0303508      0.0286276      0.0268202      0.0249887      0.0231778      0.0214190      0.0197344      0.0181387      0.0166411      0.0152459      0.0139531      0.0127596      0.0116615      0.0106546      0.0097342      0.0088942      0.0081278      0.0074292      0.0067936      0.0062160      0.0056906      0.0052124      0.0047776      0.0043827      0.0040235      0.0036962      0.0033983      0.0031273      0.0028804      0.0026549      0.0024492      0.0022617      0.0020904      0.0019334      0.0017898      0.0016587      0.0015383      0.0014276      0.0013263      0.0012333      0.0011476      0.0010689      0.0009967      0.0009301      0.0008683      0.0008109      0.0007571      0.0007065      0.0006598      0.0006184      0.0005834      0.0005552      0.0005319      0.0005085      0.0004780      0.0004353      0.0003809      0.0003234      0.0002790      0.0002661      0.0002955      0.0003630      0.0004472 
     57.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000002      0.0000006      0.0000022      0.0000070      0.0000204      0.0000548      0.0001352      0.0003079      0.0006491      0.0012699      0.0023109      0.0039209      0.0062177      0.0092395      0.0129036      0.0169943      0.0211911      0.0251346      0.0285073      0.0310961      0.0328181      0.0337040      0.0338574      0.0334120      0.0325018      0.0312477      0.0297538      0.0281077      0.0263806      0.0246280      0.0228916      0.0212011      0.0195776      0.0180358      0.0165849      0.0152293      0.0139695      0.0128031      0.0117269      0.0107376      0.0098309      0.0090009      0.0082417      0.0075480      0.0069154      0.0063391      0.0058136      0.0053342      0.0048975      0.0045000      0.0041376      0.0038068      0.0035051      0.0032302      0.0029792      0.0027496      0.0025398      0.0023483      0.0021729      0.0020120      0.0018648      0.0017299      0.0016060      0.0014920      0.0013874      0.0012913      0.0012027      0.0011212      0.0010464      0.0009773      0.0009131      0.0008533      0.0007972      0.0007443      0.0006953      0.0006520      0.0006157      0.0005868      0.0005633      0.0005396      0.0005080      0.0004628      0.0004044      0.0003420      0.0002931      0.0002776      0.0003077      0.0003796 
     58.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000009      0.0000030      0.0000093      0.0000265      0.0000688      0.0001652      0.0003666      0.0007547      0.0014439      0.0025737      0.0042832      0.0066715      0.0097512      0.0134143      0.0174288      0.0214750      0.0252136      0.0283600      0.0307369      0.0322891      0.0330609      0.0331559      0.0326992      0.0318131      0.0306075      0.0291776      0.0276039      0.0259523      0.0242742      0.0226082      0.0209826      0.0194176      0.0179275      0.0165217      0.0152048      0.0139774      0.0128377      0.0117835      0.0108119      0.0099191      0.0090997      0.0083482      0.0076599      0.0070309      0.0064565      0.0059314      0.0054514      0.0050133      0.0046137      0.0042485      0.0039146      0.0036095      0.0033311      0.0030763      0.0028429      0.0026293      0.0024340      0.0022548      0.0020902      0.0019394      0.0018011      0.0016737      0.0015564      0.0014487      0.0013496      0.0012581      0.0011739      0.0010965      0.0010250      0.0009584      0.0008963      0.0008378      0.0007825      0.0007313      0.0006861      0.0006485      0.0006190      0.0005954      0.0005715      0.0005389      0.0004912      0.0004287      0.0003610      0.0003073      0.0002890      0.0003196 
     59.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000013      0.0000041      0.0000124      0.0000339      0.0000858      0.0002004      0.0004339      0.0008726      0.0016338      0.0028539      0.0046608      0.0071337      0.0102600      0.0139084      0.0178345      0.0217234      0.0252581      0.0281868      0.0303654      0.0317624      0.0324323      0.0324769      0.0320123      0.0311502      0.0299907      0.0286211      0.0271156      0.0255351      0.0239272      0.0223279      0.0207640      0.0192548      0.0178146      0.0164525      0.0151730      0.0139773      0.0128640      0.0118316      0.0108779      0.0099993      0.0091908      0.0084474      0.0077652      0.0071403      0.0065682      0.0060441      0.0055640      0.0051250      0.0047237      0.0043563      0.0040196      0.0037116      0.0034299      0.0031717      0.0029347      0.0027176      0.0025187      0.0023359      0.0021678      0.0020136      0.0018719      0.0017412      0.0016208      0.0015101      0.0014080      0.0013137      0.0012269      0.0011470      0.0010730      0.0010041      0.0009397      0.0008788      0.0008211      0.0007677      0.0007206      0.0006818      0.0006518      0.0006282      0.0006042      0.0005706      0.0005204      0.0004536      0.0003806      0.0003218      0.0003004 
     60.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000005      0.0000018      0.0000056      0.0000162      0.0000432      0.0001061      0.0002415      0.0005104      0.0010036      0.0018399      0.0031510      0.0050522      0.0076020      0.0107631      0.0143834      0.0182100      0.0219365      0.0252697      0.0279902      0.0299840      0.0312396      0.0318188      0.0318200      0.0313504      0.0305121      0.0293963      0.0280835      0.0266422      0.0251287      0.0235871      0.0220510      0.0205457      0.0190900      0.0176976      0.0163776      0.0151346      0.0139698      0.0128825      0.0118719      0.0109362      0.0100719      0.0092745      0.0085397      0.0078639      0.0072436      0.0066744      0.0061517      0.0056721      0.0052326      0.0048301      0.0044608      0.0041218      0.0038112      0.0035266      0.0032652      0.0030250      0.0028046      0.0026023      0.0024162      0.0022447      0.0020873      0.0019423      0.0018085      0.0016851      0.0015714      0.0014665      0.0013695      0.0012800      0.0011977      0.0011214      0.0010502      0.0009835      0.0009203      0.0008601      0.0008044      0.0007555      0.0007154      0.0006851      0.0006616      0.0006377      0.0006033      0.0005505      0.0004792      0.0004006      0.0003364 
     61.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000007      0.0000025      0.0000075      0.0000211      0.0000544      0.0001302      0.0002891      0.0005969      0.0011483      0.0020622      0.0034644      0.0054560      0.0080739      0.0112576      0.0148371      0.0185544      0.0221148      0.0252503      0.0277725      0.0295948      0.0307222      0.0312207      0.0311845      0.0307124      0.0298974      0.0288232      0.0275641      0.0261833      0.0247329      0.0232539      0.0217777      0.0203282      0.0189236      0.0175772      0.0162979      0.0150902      0.0139555      0.0128939      0.0119049      0.0109870      0.0101372      0.0093513      0.0086254      0.0079564      0.0073411      0.0067752      0.0062544      0.0057756      0.0053362      0.0049328      0.0045620      0.0042211      0.0039083      0.0036211      0.0033568      0.0031136      0.0028902      0.0026848      0.0024954      0.0023209      0.0021603      0.0020123      0.0018754      0.0017491      0.0016326      0.0015249      0.0014252      0.0013333      0.0012487      0.0011700      0.0010967      0.0010277      0.0009620      0.0008994      0.0008414      0.0007906      0.0007495      0.0007188      0.0006958      0.0006721      0.0006368      0.0005814      0.0005055      0.0004210 
     62.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000011      0.0000034      0.0000100      0.0000271      0.0000681      0.0001587      0.0003440      0.0006941      0.0013070      0.0023007      0.0037933      0.0058702      0.0085470      0.0117411      0.0152675      0.0188669      0.0222589      0.0252017      0.0275363      0.0292001      0.0302113      0.0306383      0.0305700      0.0300973      0.0293050      0.0282704      0.0270619      0.0257382      0.0243474      0.0229276      0.0215081      0.0201117      0.0187560      0.0174538      0.0162137      0.0150402      0.0139350      0.0128985      0.0119309      0.0110309      0.0101956      0.0094213      0.0087046      0.0080429      0.0074329      0.0068706      0.0063521      0.0058747      0.0054357      0.0050319      0.0046599      0.0043175      0.0040028      0.0037133      0.0034464      0.0032005      0.0029743      0.0027660      0.0025736      0.0023962      0.0022327      0.0020817      0.0019420      0.0018128      0.0016936      0.0015833      0.0014810      0.0013867      0.0012997      0.0012189      0.0011433      0.0010721      0.0010040      0.0009390      0.0008787      0.0008261      0.0007838      0.0007531      0.0007305      0.0007072      0.0006711      0.0006131      0.0005325 
     63.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000015      0.0000046      0.0000131      0.0000345      0.0000845      0.0001921      0.0004066      0.0008027      0.0014803      0.0025553      0.0041366      0.0062930      0.0090188      0.0122110      0.0156729      0.0191471      0.0223700      0.0251260      0.0272839      0.0288017      0.0297080      0.0300716      0.0299758      0.0295039      0.0287339      0.0277369      0.0265763      0.0253065      0.0239719      0.0226080      0.0212424      0.0198966      0.0185876      0.0173279      0.0161256      0.0149852      0.0139087      0.0128970      0.0119504      0.0110682      0.0102475      0.0094849      0.0087777      0.0081235      0.0075192      0.0069609      0.0064452      0.0059694      0.0055312      0.0051273      0.0047546      0.0044109      0.0040946      0.0038031      0.0035339      0.0032856      0.0030569      0.0028459      0.0026507      0.0024705      0.0023043      0.0021505      0.0020080      0.0018762      0.0017544      0.0016414      0.0015367      0.0014401      0.0013509      0.0012679      0.0011902      0.0011168      0.0010463      0.0009787      0.0009161      0.0008617      0.0008185      0.0007877      0.0007659      0.0007431      0.0007063      0.0006456 
     64.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000002      0.0000006      0.0000020      0.0000061      0.0000170      0.0000437      0.0001041      0.0002310      0.0004779      0.0009232      0.0016684      0.0028256      0.0044931      0.0067225      0.0094868      0.0126650      0.0160518      0.0193950      0.0224493      0.0250256      0.0270176      0.0284015      0.0292132      0.0295205      0.0294012      0.0289315      0.0281831      0.0272219      0.0261066      0.0248877      0.0236062      0.0222953      0.0209807      0.0196832      0.0184189      0.0171999      0.0160341      0.0149257      0.0138771      0.0128896      0.0119640      0.0110993      0.0102931      0.0095424      0.0088449      0.0081985      0.0076002      0.0070462      0.0065335      0.0060598      0.0056228      0.0052191      0.0048459      0.0045015      0.0041838      0.0038906      0.0036194      0.0033689      0.0031379      0.0029244      0.0027266      0.0025438      0.0023750      0.0022186      0.0020735      0.0019391      0.0018148      0.0016993      0.0015922      0.0014934      0.0014020      0.0013170      0.0012372      0.0011616      0.0010887      0.0010186      0.0009537      0.0008974      0.0008533      0.0008228      0.0008018      0.0007796      0.0007423 
     65.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000009      0.0000028      0.0000081      0.0000219      0.0000548      0.0001274      0.0002760      0.0005584      0.0010562      0.0018715      0.0031111      0.0048616      0.0071563      0.0099485      0.0131010      0.0164031      0.0196107      0.0224985      0.0249025      0.0267397      0.0280009      0.0287275      0.0289850      0.0288454      0.0283789      0.0276515      0.0267244      0.0256521      0.0244812      0.0232500      0.0219891      0.0207231      0.0194715      0.0182500      0.0170702      0.0159394      0.0148621      0.0138407      0.0128770      0.0119719      0.0111246      0.0103328      0.0095941      0.0089065      0.0082681      0.0076760      0.0071266      0.0066173      0.0061461      0.0057105      0.0053073      0.0049341      0.0045890      0.0042704      0.0039757      0.0037027      0.0034504      0.0032172      0.0030014      0.0028013      0.0026161      0.0024448      0.0022859      0.0021383      0.0020015      0.0018747      0.0017569      0.0016475      0.0015466      0.0014532      0.0013661      0.0012843      0.0012065      0.0011312      0.0010586      0.0009913      0.0009332      0.0008884      0.0008582      0.0008383      0.0008169 
     66.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000012      0.0000038      0.0000107      0.0000280      0.0000682      0.0001547      0.0003277      0.0006487      0.0012023      0.0020896      0.0034111      0.0052402      0.0075923      0.0104014      0.0135171      0.0167261      0.0197949      0.0225191      0.0247591      0.0264522      0.0276015      0.0282515      0.0284648      0.0283079      0.0278453      0.0271383      0.0262436      0.0252120      0.0240867      0.0229029      0.0216895      0.0204696      0.0192619      0.0180814      0.0169391      0.0158422      0.0147949      0.0137999      0.0128594      0.0119745      0.0111444      0.0103670      0.0096403      0.0089627      0.0083325      0.0077468      0.0072023      0.0066967      0.0062282      0.0057943      0.0053920      0.0050190      0.0046737      0.0043543      0.0040584      0.0037839      0.0035299      0.0032949      0.0030769      0.0028746      0.0026872      0.0025137      0.0023524      0.0022024      0.0020633      0.0019343      0.0018141      0.0017026      0.0015996      0.0015042      0.0014152      0.0013315      0.0012515      0.0011737      0.0010985      0.0010289      0.0009691      0.0009236      0.0008939      0.0008752 
     67.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000002      0.0000005      0.0000017      0.0000051      0.0000139      0.0000355      0.0000843      0.0001867      0.0003867      0.0007495      0.0013618      0.0023225      0.0037247      0.0056275      0.0080282      0.0108433      0.0139116      0.0170201      0.0199484      0.0225131      0.0245975      0.0261572      0.0272045      0.0277855      0.0279595      0.0277878      0.0273298      0.0266426      0.0257789      0.0247859      0.0237036      0.0225648      0.0213964      0.0202203      0.0190544      0.0179132      0.0168069      0.0157426      0.0147243      0.0137551      0.0128374      0.0119722      0.0111590      0.0103959      0.0096812      0.0090138      0.0083919      0.0078128      0.0072734      0.0067718      0.0063063      0.0058744      0.0054732      0.0051007      0.0047554      0.0044356      0.0041387      0.0038630      0.0036075      0.0033708      0.0031509      0.0029466      0.0027572      0.0025815      0.0024180      0.0022658      0.0021245      0.0019932      0.0018709      0.0017573      0.0016524      0.0015551      0.0014642      0.0013786      0.0012965      0.0012162      0.0011385      0.0010664      0.0010049      0.0009589      0.0009299 
     68.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000008      0.0000023      0.0000067      0.0000179      0.0000446      0.0001034      0.0002239      0.0004537      0.0008614      0.0015349      0.0025700      0.0040508      0.0060216      0.0084617      0.0112720      0.0142830      0.0172850      0.0200721      0.0224823      0.0244201      0.0258563      0.0268109      0.0273299      0.0274689      0.0272844      0.0268317      0.0261636      0.0253295      0.0243731      0.0233315      0.0222353      0.0211096      0.0199752      0.0188493      0.0177456      0.0166740      0.0156409      0.0146507      0.0137066      0.0128111      0.0119654      0.0111688      0.0104199      0.0097172      0.0090600      0.0084466      0.0078742      0.0073401      0.0068428      0.0063805      0.0059508      0.0055510      0.0051793      0.0048343      0.0045142      0.0042165      0.0039398      0.0036831      0.0034449      0.0032233      0.0030172      0.0028259      0.0026482      0.0024826      0.0023284      0.0021851      0.0020516      0.0019272      0.0018117      0.0017048      0.0016057      0.0015131      0.0014257      0.0013414      0.0012587      0.0011783      0.0011038      0.0010407      0.0009942 
     69.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000011      0.0000032      0.0000088      0.0000230      0.0000556      0.0001259      0.0002667      0.0005292      0.0009849      0.0017218      0.0028316      0.0043881      0.0064204      0.0088906      0.0116856      0.0146302      0.0175208      0.0201674      0.0224287      0.0242287      0.0255514      0.0264215      0.0268847      0.0269925      0.0267972      0.0263501      0.0257006      0.0248947      0.0239731      0.0229700      0.0219141      0.0208290      0.0197343      0.0186467      0.0175789      0.0165405      0.0155376      0.0145746      0.0136548      0.0127809      0.0119543      0.0111741      0.0104392      0.0097486      0.0091016      0.0084966      0.0079311      0.0074026      0.0069097      0.0064508      0.0060236      0.0056254      0.0052547      0.0049103      0.0045901      0.0042920      0.0040145      0.0037568      0.0035173      0.0032941      0.0030864      0.0028934      0.0027139      0.0025463      0.0023901      0.0022448      0.0021094      0.0019830      0.0018656      0.0017570      0.0016562      0.0015619      0.0014727      0.0013863      0.0013011      0.0012180      0.0011411      0.0010764 
     70.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000005      0.0000015      0.0000042      0.0000115      0.0000291      0.0000689      0.0001524      0.0003159      0.0006139      0.0011204      0.0019226      0.0031067      0.0047353      0.0068221      0.0093127      0.0120821      0.0149523      0.0177279      0.0202356      0.0223544      0.0240256      0.0252437      0.0260372      0.0264500      0.0265299      0.0263254      0.0258842      0.0252528      0.0244739      0.0235852      0.0226188      0.0216011      0.0205545      0.0194977      0.0184465      0.0174132      0.0164066      0.0154328      0.0144960      0.0135999      0.0127473      0.0119392      0.0111751      0.0104540      0.0097754      0.0091387      0.0085423      0.0079837      0.0074609      0.0069727      0.0065175      0.0060929      0.0056966      0.0053272      0.0049835      0.0046634      0.0043650      0.0040870      0.0038285      0.0035878      0.0033633      0.0031541      0.0029596      0.0027783      0.0026090      0.0024510      0.0023038      0.0021665      0.0020382      0.0019190      0.0018088      0.0017064      0.0016105      0.0015196      0.0014311      0.0013433      0.0012575      0.0011782 
     71.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000020      0.0000056      0.0000148      0.0000367      0.0000847      0.0001833      0.0003719      0.0007084      0.0012682      0.0021371      0.0033945      0.0050910      0.0072245      0.0097258      0.0124599      0.0152488      0.0179069      0.0202784      0.0222614      0.0238124      0.0249347      0.0256585      0.0260257      0.0260807      0.0258684      0.0254335      0.0248195      0.0240664      0.0232091      0.0222773      0.0212959      0.0202859      0.0192653      0.0182490      0.0172487      0.0162727      0.0153268      0.0144154      0.0135424      0.0127103      0.0119204      0.0111721      0.0104648      0.0097981      0.0091717      0.0085838      0.0080323      0.0075153      0.0070319      0.0065805      0.0061587      0.0057645      0.0053966      0.0050539      0.0047342      0.0044357      0.0041573      0.0038982      0.0036565      0.0034309      0.0032204      0.0030245      0.0028416      0.0026706      0.0025109      0.0023620      0.0022228      0.0020927      0.0019720      0.0018602      0.0017563      0.0016589      0.0015663      0.0014757      0.0013853      0.0012968 
     72.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000009      0.0000027      0.0000074      0.0000190      0.0000458      0.0001035      0.0002191      0.0004354      0.0008131      0.0014287      0.0023651      0.0036940      0.0054533      0.0076257      0.0101279      0.0128177      0.0155192      0.0180586      0.0202974      0.0221515      0.0235910      0.0246254      0.0252859      0.0256118      0.0256444      0.0254256      0.0249972      0.0244002      0.0236717      0.0228442      0.0219453      0.0209983      0.0200232      0.0190371      0.0180541      0.0170854      0.0161388      0.0152198      0.0143330      0.0134823      0.0126704      0.0118982      0.0111654      0.0104716      0.0098168      0.0092006      0.0086213      0.0080769      0.0075659      0.0070875      0.0066401      0.0062213      0.0058293      0.0054631      0.0051215      0.0048024      0.0045040      0.0042255      0.0039659      0.0037234      0.0034968      0.0032852      0.0030880      0.0029037      0.0027311      0.0025699      0.0024194      0.0022784      0.0021467      0.0020244      0.0019111      0.0018058      0.0017071      0.0016128      0.0015200      0.0014271 
     73.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000012      0.0000036      0.0000096      0.0000241      0.0000568      0.0001255      0.0002602      0.0005068      0.0009285      0.0016020      0.0026062      0.0040042      0.0058206      0.0080234      0.0105171      0.0131544      0.0157636      0.0181839      0.0202942      0.0220269      0.0233629      0.0243168      0.0249197      0.0252082      0.0252207      0.0249964      0.0245748      0.0239941      0.0232891      0.0224900      0.0216223      0.0207080      0.0197662      0.0188130      0.0178620      0.0169235      0.0160050      0.0151120      0.0142491      0.0134201      0.0126277      0.0118728      0.0111552      0.0104748      0.0098317      0.0092257      0.0086550      0.0081177      0.0076128      0.0071396      0.0066962      0.0062806      0.0058910      0.0055268      0.0051865      0.0048680      0.0045700      0.0042915      0.0040316      0.0037885      0.0035610      0.0033485      0.0031502      0.0029645      0.0027906      0.0026279      0.0024758      0.0023332      0.0021999      0.0020762      0.0019616      0.0018550      0.0017550      0.0016591      0.0015642 
     74.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000017      0.0000047      0.0000124      0.0000304      0.0000700      0.0001514      0.0003073      0.0005868      0.0010551      0.0017880      0.0028598      0.0043237      0.0061912      0.0084158      0.0108918      0.0134689      0.0159821      0.0182841      0.0202708      0.0218892      0.0231296      0.0240098      0.0245601      0.0248146      0.0248090      0.0245802      0.0241656      0.0236008      0.0229183      0.0221460      0.0213080      0.0204250      0.0195148      0.0185931      0.0176726      0.0167631      0.0158717      0.0150037      0.0141638      0.0133559      0.0125825      0.0118445      0.0111418      0.0104745      0.0098431      0.0092472      0.0086850      0.0081549      0.0076563      0.0071882      0.0067491      0.0063367      0.0059498      0.0055876      0.0052488      0.0049312      0.0046336      0.0043554      0.0040953      0.0038518      0.0036236      0.0034103      0.0032109      0.0030241      0.0028489      0.0026849      0.0025313      0.0023872      0.0022525      0.0021274      0.0020116      0.0019038      0.0018025      0.0017051 
