              x             t0             t1             t2             t3             t4             t5             t6             t7             t8             t9            t10            t11            t12            t13            t14            t15            t16            t17            t18            t19            t20            t21            t22            t23            t24            t25            t26            t27            t28            t29            t30            t31            t32            t33            t34            t35            t36            t37            t38            t39            t40            t41            t42            t43            t44            t45            t46            t47            t48            t49            t50            t51            t52            t53            t54            t55            t56            t57            t58            t59            t60            t61            t62            t63            t64            t65            t66            t67            t68            t69            t70            t71            t72            t73            t74            t75            t76            t77            t78            t79            t80            t81            t82            t83            t84            t85            t86            t87            t88            t89            t90            t91            t92            t93            t94            t95            t96            t97            t98            t99 
     94.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000005      0.0000013      0.0000032      0.0000077      0.0000177      0.0000386      0.0000798      0.0001564      0.0002913      0.0005155      0.0008672      0.0013876      0.0021137      0.0030686      0.0042521      0.0056353      0.0071617      0.0087564      0.0103404      0.0118452      0.0132234      0.0144495      0.0155152      0.0164206      0.0171686      0.0177624      0.0182070      0.0185107      0.0186849      0.0187432      0.0186987      0.0185636      0.0183492      0.0180661      0.0177250      0.0173360      0.0169084      0.0164506      0.0159697      0.0154714      0.0149609      0.0144434      0.0139236      0.0134053      0.0128913      0.0123835      0.0118840      0.0113951      0.0109186      0.0104552      0.0100051      0.0095690      0.0091479      0.0087422      0.0083517      0.0079757      0.0076146      0.0072687      0.0069375      0.0066202      0.0063164 
     95.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000016      0.0000041      0.0000098      0.0000220      0.0000470      0.0000955      0.0001841      0.0003372      0.0005873      0.0009728      0.0015335      0.0023026      0.0032974      0.0045105      0.0059064      0.0074244      0.0089895      0.0105265      0.0119740      0.0132918      0.0144603      0.0154744      0.0163348      0.0170441      0.0176051      0.0180227      0.0183054      0.0184648      0.0185136      0.0184644      0.0183285      0.0181165      0.0178387      0.0175052      0.0171257      0.0167091      0.0162633      0.0157950      0.0153096      0.0148121      0.0143077      0.0138009      0.0132953      0.0127933      0.0122970      0.0118085      0.0113302      0.0108635      0.0104092      0.0099676      0.0095394      0.0091257      0.0087268      0.0083423      0.0079718      0.0076159      0.0072746      0.0069476      0.0066339 
     96.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000008      0.0000022      0.0000053      0.0000123      0.0000271      0.0000570      0.0001137      0.0002155      0.0003885      0.0006661      0.0010866      0.0016879      0.0024991      0.0035310      0.0047695      0.0061729      0.0076776      0.0092092      0.0106976      0.0120882      0.0133478      0.0144618      0.0154272      0.0162453      0.0169181      0.0174480      0.0178401      0.0181033      0.0182488      0.0182891      0.0182356      0.0180990      0.0178894      0.0176167      0.0172906      0.0169203      0.0165143      0.0160801      0.0156239      0.0151509      0.0146660      0.0141742      0.0136800      0.0131865      0.0126963      0.0122111      0.0117333      0.0112652      0.0108082      0.0103628      0.0099294      0.0095089      0.0091025      0.0087102      0.0083317      0.0079667      0.0076158      0.0072792      0.0069562 
     97.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000011      0.0000028      0.0000067      0.0000153      0.0000333      0.0000686      0.0001346      0.0002511      0.0004455      0.0007521      0.0012087      0.0018507      0.0027025      0.0037685      0.0050279      0.0064338      0.0079205      0.0094155      0.0108540      0.0121886      0.0133923      0.0144547      0.0153744      0.0161526      0.0167907      0.0172912      0.0176594      0.0179043      0.0180371      0.0180693      0.0180119      0.0178749      0.0176678      0.0174001      0.0170811      0.0167197      0.0163240      0.0159009      0.0154563      0.0149952      0.0145225      0.0140429      0.0135608      0.0130791      0.0126001      0.0121258      0.0116584      0.0112003      0.0107526      0.0103158      0.0098905      0.0094777      0.0090784      0.0086926      0.0083199      0.0079603      0.0076145      0.0072825 
     98.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000014      0.0000036      0.0000085      0.0000190      0.0000405      0.0000822      0.0001587      0.0002912      0.0005086      0.0008457      0.0013392      0.0020215      0.0029120      0.0040088      0.0052846      0.0066880      0.0081523      0.0096081      0.0109962      0.0122760      0.0134263      0.0144399      0.0153165      0.0160570      0.0166624      0.0171350      0.0174807      0.0177085      0.0178294      0.0178543      0.0177934      0.0176560      0.0174513      0.0171885      0.0168765      0.0165237      0.0161379      0.0157255      0.0152921      0.0148425      0.0143815      0.0139138      0.0134434      0.0129731      0.0125049      0.0120411      0.0115839      0.0111355      0.0106968      0.0102685      0.0098511      0.0094458      0.0090534      0.0086739      0.0083070      0.0079528      0.0076120 
     99.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000007      0.0000019      0.0000046      0.0000106      0.0000234      0.0000492      0.0000980      0.0001861      0.0003362      0.0005781      0.0009468      0.0014778      0.0021999      0.0031270      0.0042508      0.0055382      0.0069344      0.0083726      0.0097870      0.0111246      0.0123512      0.0134506      0.0144182      0.0152542      0.0159589      0.0165332      0.0169795      0.0173040      0.0175159      0.0176258      0.0176439      0.0175797      0.0174421      0.0172399      0.0169819      0.0166766      0.0163322      0.0159559      0.0155538      0.0151311      0.0146926      0.0142430      0.0137867      0.0133276      0.0128683      0.0124107      0.0119571      0.0115098      0.0110707      0.0106409      0.0102208      0.0098111      0.0094131      0.0090276      0.0086543      0.0082931      0.0079442 
    100.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000004      0.0000010      0.0000024      0.0000058      0.0000133      0.0000287      0.0000593      0.0001163      0.0002172      0.0003863      0.0006542      0.0010558      0.0016245      0.0023852      0.0033464      0.0044934      0.0057878      0.0071723      0.0085809      0.0099524      0.0112398      0.0124151      0.0134661      0.0143903      0.0151878      0.0158587      0.0164034      0.0168248      0.0171294      0.0173265      0.0174261      0.0174380      0.0173708      0.0172331      0.0170334      0.0167800      0.0164814      0.0161451      0.0157779      0.0153857      0.0149734      0.0145455      0.0141069      0.0136617      0.0132136      0.0127648      0.0123174      0.0118737      0.0114360      0.0110062      0.0105849      0.0101728      0.0097707      0.0093799      0.0090011      0.0086339      0.0082782 
    101.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000005      0.0000013      0.0000031      0.0000074      0.0000165      0.0000351      0.0000711      0.0001373      0.0002523      0.0004419      0.0007372      0.0011725      0.0017789      0.0025770      0.0035693      0.0047354      0.0060323      0.0074008      0.0087770      0.0101045      0.0113424      0.0124683      0.0134736      0.0143568      0.0151179      0.0157565      0.0162732      0.0166711      0.0169570      0.0171403      0.0172304      0.0172364      0.0171665      0.0170288      0.0168315      0.0165828      0.0162906      0.0159621      0.0156038      0.0152211      0.0148187      0.0144012      0.0139732      0.0135388      0.0131011      0.0126626      0.0122251      0.0117911      0.0113627      0.0109418      0.0105288      0.0101245      0.0097299      0.0093462      0.0089738      0.0086125 
    102.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000016      0.0000040      0.0000092      0.0000203      0.0000425      0.0000849      0.0001612      0.0002918      0.0005032      0.0008273      0.0012970      0.0019408      0.0027745      0.0037948      0.0049759      0.0062706      0.0076193      0.0089608      0.0102436      0.0114332      0.0125118      0.0134737      0.0143182      0.0150448      0.0156528      0.0161427      0.0165184      0.0167869      0.0169572      0.0170385      0.0170390      0.0169667      0.0168291      0.0166343      0.0163901      0.0161041      0.0157832      0.0154334      0.0150599      0.0146671      0.0142596      0.0138418      0.0134178      0.0129903      0.0125617      0.0121338      0.0117091      0.0112899      0.0108776      0.0104727      0.0100760      0.0096887      0.0093119      0.0089459 
    103.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000008      0.0000021      0.0000051      0.0000115      0.0000249      0.0000513      0.0001008      0.0001885      0.0003359      0.0005707      0.0009245      0.0014292      0.0021096      0.0029769      0.0040219      0.0052136      0.0065020      0.0078274      0.0091321      0.0103702      0.0115127      0.0125463      0.0134672      0.0142750      0.0149688      0.0155475      0.0160121      0.0163668      0.0166190      0.0167773      0.0168503      0.0168458      0.0167711      0.0166338      0.0164414      0.0162017      0.0159218      0.0156082      0.0152666      0.0149019      0.0145184      0.0141206      0.0137128      0.0132987      0.0128811      0.0124620      0.0120434      0.0116279      0.0112176      0.0108136      0.0104166      0.0100274      0.0096472      0.0092771 
    104.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000004      0.0000011      0.0000027      0.0000064      0.0000143      0.0000304      0.0000617      0.0001191      0.0002193      0.0003849      0.0006444      0.0010291      0.0015688      0.0022850      0.0031834      0.0042496      0.0054476      0.0067255      0.0080246      0.0092912      0.0104848      0.0115819      0.0125726      0.0134547      0.0142277      0.0148902      0.0154411      0.0158817      0.0162166      0.0164534      0.0166004      0.0166657      0.0166565      0.0165797      0.0164427      0.0162529      0.0160175      0.0157435      0.0154370      0.0151033      0.0147470      0.0143725      0.0139841      0.0135859      0.0131815      0.0127734      0.0123635      0.0119541      0.0115475      0.0111457      0.0107499      0.0103605      0.0099786      0.0096054 
    105.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000014      0.0000035      0.0000080      0.0000177      0.0000369      0.0000737      0.0001401      0.0002540      0.0004392      0.0007246      0.0011410      0.0017157      0.0024662      0.0033932      0.0044767      0.0056769      0.0069405      0.0082107      0.0094381      0.0105879      0.0116413      0.0125914      0.0134368      0.0141766      0.0148093      0.0153336      0.0157514      0.0160677      0.0162901      0.0164266      0.0164847      0.0164710      0.0163924      0.0162558      0.0160685      0.0158374      0.0155691      0.0152694      0.0149434      0.0145953      0.0142295      0.0138501      0.0134613      0.0130662      0.0126673      0.0122663      0.0118657      0.0114678      0.0110743      0.0106864      0.0103045      0.0099297 
    106.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000007      0.0000019      0.0000044      0.0000100      0.0000217      0.0000446      0.0000876      0.0001640      0.0002929      0.0004990      0.0008115      0.0012601      0.0018695      0.0026527      0.0036053      0.0047023      0.0059007      0.0071465      0.0083856      0.0095733      0.0106802      0.0116918      0.0126033      0.0134138      0.0141222      0.0147263      0.0152253      0.0156214      0.0159202      0.0161292      0.0162559      0.0163071      0.0162893      0.0162090      0.0160729      0.0158881      0.0156612      0.0153985      0.0151054      0.0147867      0.0144465      0.0140891      0.0137186      0.0133388      0.0129527      0.0125626      0.0121704      0.0117783      0.0113888      0.0110035      0.0106232      0.0102485 
    107.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000001      0.0000004      0.0000010      0.0000024      0.0000056      0.0000125      0.0000265      0.0000536      0.0001036      0.0001911      0.0003362      0.0005646      0.0009053      0.0013864      0.0020297      0.0028438      0.0038189      0.0049255      0.0061180      0.0073429      0.0085492      0.0096971      0.0107623      0.0117339      0.0126088      0.0133863      0.0140646      0.0146414      0.0151163      0.0154920      0.0157743      0.0159707      0.0160881      0.0161329      0.0161113      0.0160294      0.0158939      0.0157116      0.0154889      0.0152316      0.0149449      0.0146332      0.0143007      0.0139514      0.0135894      0.0132183      0.0128410      0.0124594      0.0120756      0.0116919      0.0113106      0.0109331      0.0105602 
    108.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000005      0.0000013      0.0000031      0.0000070      0.0000154      0.0000322      0.0000641      0.0001221      0.0002217      0.0003843      0.0006362      0.0010058      0.0015197      0.0021960      0.0030387      0.0040329      0.0051452      0.0063282      0.0075294      0.0087016      0.0098100      0.0108349      0.0117684      0.0126087      0.0133547      0.0140042      0.0145549      0.0150068      0.0153631      0.0156300      0.0158145      0.0159232      0.0159620      0.0159367      0.0158535      0.0157187      0.0155389      0.0153202      0.0150682      0.0147876      0.0144828      0.0141577      0.0138162      0.0134625      0.0130999      0.0127310      0.0123577      0.0119821      0.0116065      0.0112332      0.0108633 
    109.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000007      0.0000016      0.0000039      0.0000088      0.0000189      0.0000389      0.0000763      0.0001431      0.0002560      0.0004375      0.0007140      0.0011133      0.0016597      0.0023678      0.0032365      0.0042464      0.0053606      0.0065306      0.0077058      0.0088430      0.0099125      0.0108985      0.0117959      0.0126033      0.0133193      0.0139412      0.0144669      0.0148968      0.0152349      0.0154873      0.0156607      0.0157612      0.0157943      0.0157657      0.0156812      0.0155472      0.0153699      0.0151552      0.0149082      0.0146336      0.0143354      0.0140174      0.0136836      0.0133379      0.0129835      0.0126227      0.0122574      0.0118897      0.0115221      0.0111565 
    110.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000009      0.0000021      0.0000049      0.0000109      0.0000231      0.0000468      0.0000904      0.0001670      0.0002944      0.0004959      0.0007980      0.0012276      0.0018062      0.0025443      0.0034365      0.0044586      0.0055709      0.0067247      0.0078720      0.0089737      0.0100050      0.0109539      0.0118169      0.0125930      0.0132803      0.0138758      0.0143776      0.0147867      0.0151076      0.0153463      0.0155092      0.0156019      0.0156297      0.0155979      0.0155124      0.0153793      0.0152045      0.0149936      0.0147516      0.0144827      0.0141908      0.0138798      0.0135534      0.0132155      0.0128690      0.0125160      0.0121585      0.0117986      0.0114387 
    111.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000004      0.0000011      0.0000027      0.0000062      0.0000135      0.0000281      0.0000560      0.0001066      0.0001940      0.0003371      0.0005598      0.0008885      0.0013486      0.0019586      0.0027251      0.0036377      0.0046683      0.0057752      0.0069101      0.0080279      0.0090941      0.0100883      0.0110017      0.0118321      0.0125784      0.0132382      0.0138083      0.0142872      0.0146765      0.0149811      0.0152070      0.0153600      0.0154454      0.0154682      0.0154334      0.0153470      0.0152148      0.0150425      0.0148354      0.0145981      0.0143348      0.0140491      0.0137448      0.0134257      0.0130953      0.0127564      0.0124110      0.0120610      0.0117086 
    112.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000006      0.0000014      0.0000034      0.0000077      0.0000165      0.0000340      0.0000667      0.0001251      0.0002244      0.0003844      0.0006294      0.0009855      0.0014761      0.0021167      0.0029093      0.0038393      0.0048749      0.0059730      0.0070864      0.0081736      0.0092045      0.0101628      0.0110423      0.0118418      0.0125596      0.0131930      0.0137387      0.0141957      0.0145664      0.0148557      0.0150694      0.0152132      0.0152916      0.0153096      0.0152721      0.0151850      0.0150537      0.0148839      0.0146805      0.0144478      0.0141898      0.0139101      0.0136123      0.0133002      0.0129771      0.0126456      0.0123075      0.0119648 
    113.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000003      0.0000008      0.0000019      0.0000043      0.0000095      0.0000202      0.0000409      0.0000791      0.0001462      0.0002584      0.0004365      0.0007049      0.0010889      0.0016099      0.0022797      0.0030963      0.0040404      0.0050775      0.0061637      0.0072535      0.0083092      0.0093054      0.0102292      0.0110765      0.0118465      0.0125371      0.0131451      0.0136674      0.0141035      0.0144565      0.0147313      0.0149336      0.0150685      0.0151404      0.0151538      0.0151139      0.0150261      0.0148959      0.0147286      0.0145287      0.0143005      0.0140477      0.0137737      0.0134823      0.0131770      0.0128610      0.0125366      0.0122056 
    114.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000004      0.0000010      0.0000024      0.0000054      0.0000118      0.0000246      0.0000490      0.0000934      0.0001701      0.0002963      0.0004936      0.0007864      0.0011988      0.0017496      0.0024473      0.0032851      0.0042401      0.0052753      0.0063467      0.0074112      0.0084352      0.0093972      0.0102879      0.0111047      0.0118465      0.0125111      0.0130946      0.0135944      0.0140106      0.0143468      0.0146080      0.0147996      0.0149261      0.0149917      0.0150009      0.0149587      0.0148704      0.0147413      0.0145764      0.0143800      0.0141562      0.0139083      0.0136400      0.0133547      0.0130561      0.0127469      0.0124293 
    115.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000      0.0000001      0.0000002      0.0000005      0.0000013      0.0000030      0.0000068      0.0000145      0.0000298      0.0000584      0.0001097      0.0001970      0.0003384      0.0005560      0.0008739      0.0013149      0.0018950      0.0026186      0.0034750      0.0044376      0.0054677      0.0065217      0.0075596      0.0085516      0.0094806      0.0103397      0.0111274      0.0118424      0.0124817      0.0130417      0.0135199      0.0139173      0.0142376      0.0144860      0.0146673      0.0147859      0.0148456      0.0148508      0.0148065      0.0147178      0.0145899      0.0144273      0.0142343      0.0140146      0.0137717      0.0135088      0.0132295      0.0129373      0.0126347 
